alt,u,v,temp,bv2
20794,1.22638067238198,1.56882183743078,-1.88360323886641,0.000538630361813824
20799,1.31106745372013,1.50128230405494,-1.88674089068827,0.00053833448089931
20804,1.4047688185377,1.58262855379201,-1.88997975708504,-0
20810,1.48827084059777,1.51385530445994,-1.89321862348179,0.000539667472446635
20815,1.50226425048423,1.51692430360435,-1.89645748987855,0.000539370451336242
20820,1.43783267278712,1.4429252820905,-1.89969635627532,0.000540708584613377
20826,1.30278130685376,1.43694339913985,-1.90293522267208,0.000540410416703656
20831,1.23980019828948,1.35880486863188,-1.90617408906884,-0.00128761522199279
20837,1.10388760755245,1.34615811003669,-1.8094129554656,-0.00128930923648131
20842,0.967068053060854,1.3295008329563,-1.81275303643726,-0
20847,0.829574443461532,1.30886753110826,-1.81609311740893,0.000542802906542693
20853,0.691357829151111,1.28415677837945,-1.81943319838058,0.000542502425019115
20858,0.552511546744254,1.25533814046231,-1.82287449392714,0.000543856163253677
20863,0.49299333174873,1.16220173038172,-1.8263157894737,0.000543554514811897
20869,0.35430784021903,1.12646444671449,-1.82975708502025,0.00054491351539927
20874,0.21529573616043,1.08664998879419,-1.83319838056681,0.000544610693228483
20879,0.076109023308776,1.042621305843,-1.83663967611336,-0
20885,0.0206129764631218,0.939916831556286,-1.84008097165992,0.000545974986911845
20890,-0.117891291434343,0.888918055387561,-1.84352226720647,0.000545670984148142
20895,-0.170544119328559,0.782254252040296,-1.84696356275303,-0.0012857576048202
20901,-0.308012547831439,0.724723699561148,-1.75040485829959,-0.00128744673178571
20906,-0.380801054975847,0.776984526857178,-1.75384615384614,0.000548110384709169
20911,-0.51895381851751,0.713925978713117,-1.7572874493927,0.000547803999952884
20917,-0.568466305943264,0.599756205747725,-1.76072874493926,-0
20922,-0.705000774999753,0.529993750892614,-1.76417004048582,0.000549184359801631
20927,-0.86944332072513,0.62341337801597,-1.76761133603237,0.00054887677353685
20933,-0.944776673044193,0.67144317956889,-1.77105263157893,0.000550262551881584
20938,-1.10927206178376,0.764997507785847,-1.77449392712548,0.000549953757026729
20943,-1.18466095211149,0.813159336636931,-1.77793522267204,-0
20949,-1.41541186073954,0.77407944544326,-1.78137651821859,0.000551344985835046
20954,-1.49174270453506,0.82082783772347,-1.78481781376515,0.000551034975252775
20959,-1.65792737284463,0.911514014857739,-1.78825910931171,0.000552431686744179
20965,-1.73442994333822,0.958405914483129,-1.79170040485827,0.000552120453240843
20970,-1.90079087476833,1.04923393158102,-1.79524291497972,0.000553522679889489
20975,-1.97747180480094,1.09626630439355,-1.79878542510117,0.000553210216214569
20981,-2.14421430817301,1.18727518383627,-1.80232793522263,-0
20986,-2.22118020135291,1.23446415048948,-1.80587044534408,0.000554617990750991
20991,-2.46099195366203,1.17280825900127,-1.80941295546553,0.000554304289596542
20997,-2.5388831300128,1.21865884522545,-1.81295546558698,0.00055571764501159
21002,-2.70761092280119,1.30680636640383,-1.81649797570844,0.000555402699011664
21007,-2.78569560193214,1.35279252154495,-1.8200404858299,0.000556821668557982
21013,-2.95451006256035,1.44106154655354,-1.82358299595135,-0.00127870052222141
21018,-3.12332452318856,1.52933057156213,-1.7271255060728,-0.00183864915572243
21024,-3.2016072079067,1.57535881409006,-1.73066801619426,0.000557930087482514
21029,-3.37060733916832,1.66377038662226,-1.73421052631571,0.000557612629458906
21034,-3.26771513431894,1.62539648063226,-1.73775303643716,0.000559042928086633
21040,-3.08516594272054,1.75400967361134,-1.74129554655861,0.000558724202765912
21045,-2.9903313609224,1.92356948208829,-1.74493927125498,-0
21050,-2.8890428638735,1.8821861430097,-1.74858299595134,0.000560160216881111
21056,-2.7922362402843,2.04875301589168,-1.75222672064769,-0.00127880893906275
21061,-2.69185263916193,2.00584261420186,-1.65587044534405,-0.00128082328256819
21067,-2.50577673157574,2.12103547760965,-1.65951417004042,0.000560960697802385
21072,-2.40525148163055,2.28165441691617,-1.66315789473678,0.000562408246149757
21077,-2.30660557120063,2.23600632146941,-1.66680161943313,0.000562085673070596
21083,-2.20420954970943,2.3937465901052,-1.67044534412949,-0.00184210526315779
21088,-2.01419566539239,2.49717188875177,-1.57408906882585,-0.0012820353472298
21094,-2.00200247705699,2.50180098272551,-1.57773279352221,0.000563215169557803
21099,-1.81119625100435,2.60083273557662,-1.58137651821856,0.000564674391664784
21104,-1.70262607642728,2.75129762115165,-1.58502024291492,0.000564349214573534
21110,-1.60745259351063,2.70050195430632,-1.58876518218618,-0.00184557438794728
21115,-1.49717302720982,2.8482029665637,-1.49251012145744,-0.0012832422771865
21120,-1.38442319659386,2.99417428112624,-1.49625506072869,0.000565487835649423
21126,-1.29098690668039,2.94077891332104,-1.49999999999994,0.000566958873302233
21131,-1.1767137697934,3.08365382516892,-1.5036437246963,0.000566631060539313
21137,-0.98112172153991,3.16334351573703,-1.50728744939266,-0.00184905660377351
21142,-0.88955145698113,3.10732915357231,-1.41093117408902,-0.00128444392502403
21147,-0.61692102186148,3.11831996830248,-1.41467611336028,0.0005677789172213
21153,-0.526307187525136,3.06111723118551,-1.41842105263153,0.000569261914511361
21158,-0.256828820407732,3.06370991597683,-1.42216599190278,0.000568931433901883
21164,-0.167085650177655,3.00530901117442,-1.42591093117404,-0
21169,0.0990175419924437,2.99961902519606,-1.4296558704453,-0.00128320981865603
21174,0.187823842427563,2.93996167863182,-1.33350202429145,-0.00128489225371305
21180,0.450401516220667,2.92580683679952,-1.3373481781376,0.000571583742387489
21185,0.637313945327916,2.97310209058285,-1.34119433198376,0.000571250561230725
21190,0.724103020799692,2.91101967144733,-1.34504048582991,0.000572751773307856
21196,0.981551360365716,2.88324912263209,-1.34888663967606,0.000572417229447409
21201,1.16521449248639,2.91945361039222,-1.35283400809712,-0
21207,1.32071155523767,2.78407899881009,-1.35678137651816,0.000573924587745613
21212,1.50156079084292,2.81357111255955,-1.36062753036431,-0.00128247193325633
21217,1.6816297009461,2.83894956021664,-1.26447368421046,-0.00128448032754846
21223,1.92784906102507,2.78611532473831,-1.26831983805663,0.000574764920677525
21228,2.10489049846616,2.80236552832194,-1.27216599190277,-0
21233,2.25097829839165,2.65742966153773,-1.27601214574892,0.000576284685197109
21239,2.42446134512077,2.66730879304925,-1.27985829959508,0.000575946002686039
21244,2.59684678838948,2.67326760974531,-1.28380566801614,0.000577472027831525
21250,2.612133341543,2.67918531311466,-1.28775303643719,0.000577131948691996
21255,2.53470017756023,2.60845565625562,-1.29170040485824,-0.00185958254269443
21260,2.55039407972566,2.61427780392395,-1.1956477732793,-0.00128445359749338
21266,2.50190846231718,2.69693049995519,-1.19959514170036,0.000578322788804213
21271,2.42500404790383,2.62358603235164,-1.20354251012141,0.000579861451819004
21276,2.44109985080803,2.62953340141777,-1.20748987854247,0.000579518553380515
21282,2.365895167131,2.55447530788573,-1.21143724696353,-0
21287,2.3822899242535,2.56031482597065,-1.21538461538457,0.000581063594283202
21293,2.24061120066127,2.55646482985829,-1.21933198380563,0.000580719273030084
21298,2.25720658900077,2.56201733059159,-1.22327935222668,-0.00128195411774104
21303,2.27389837370835,2.56751075955454,-1.12722672064774,-0.00128363325951931
21309,2.2007994353427,2.4876447443038,-1.13117408906879,-0
21314,2.21778206143806,2.4930150281746,-1.13522267206475,0.000583482894839737
21319,2.07576143108973,2.48194434857089,-1.13927125506071,0.000583135701261108
21325,2.09283519502568,2.48701742682846,-1.14331983805666,0.000584700115580928
